"","Isolate_Id","PB2.Segment_Id","PB1.Segment_Id","PA.Segment_Id","HA.Segment_Id","NP.Segment_Id","NA.Segment_Id","MP.Segment_Id","NS.Segment_Id","HE.Segment_Id","P3.Segment_Id","Isolate_Name","Subtype","Lineage","Passage_History","Location","Host","Isolate_Submitter","Submitting_Lab","Submitting_Sample_Id","Authors","Publication","Originating_Lab","Originating_Sample_Id","Collection_Date","Note","Update_Date","Submission_Date","Antigen_Character","Animal_Vaccin_Product","Adamantanes_Resistance_geno","Oseltamivir_Resistance_geno","Zanamivir_Resistance_geno","Peramivir_Resistance_geno","Other_Resistance_geno","Adamantanes_Resistance_pheno","Oseltamivir_Resistance_pheno","Zanamivir_Resistance_pheno","Peramivir_Resistance_pheno","Other_Resistance_pheno","Host_Age","Host_Age_Unit","Host_Gender","Patient_Status","Zip_Code","Outbreak","Pathogen_Test_Info","Is_Vaccinated","Human_Specimen_Source","Animal_Specimen_Source","Animal_Health_Status","Domestic_Status","PMID","PB2.INSDC_Upload","PB1.INSDC_Upload","PA.INSDC_Upload","HA.INSDC_Upload","NP.INSDC_Upload","NA.INSDC_Upload","MP.INSDC_Upload","NS.INSDC_Upload","HE.INSDC_Upload","P3.INSDC_Upload","newloc","classloc"
"889","EPI_ISL_219743","EPI749198 | A/Environment/Chongqing/45211/2015-PB2","EPI749199 | A/Environment/Chongqing/45211/2015-PB1","EPI749197 | A/Environment/Chongqing/45211/2015-PA","EPI749201 | A/Environment/Chongqing/45211/2015-HA","EPI749194 | A/Environment/Chongqing/45211/2015-NP","EPI749200 | A/Environment/Chongqing/45211/2015-NA","EPI749196 | A/Environment/Chongqing/45211/2015-MP","EPI749195 | A/Environment/Chongqing/45211/2015-NS",NA,NA,"A/Environment/Chongqing/45211/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.208,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"890","EPI_ISL_219741","EPI749182 | A/Environment/Chongqing/45233/2015-PB2","EPI749183 | A/Environment/Chongqing/45233/2015-PB1","EPI749181 | A/Environment/Chongqing/45233/2015-PA","EPI749185 | A/Environment/Chongqing/45233/2015-HA","EPI749178 | A/Environment/Chongqing/45233/2015-NP","EPI749184 | A/Environment/Chongqing/45233/2015-NA","EPI749180 | A/Environment/Chongqing/45233/2015-MP","EPI749179 | A/Environment/Chongqing/45233/2015-NS",NA,NA,"A/Environment/Chongqing/45233/2015","A / H5N1",NA,"E1","Asia / China / Chongqing","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Wang,Dayan;Li,Xiaodan;Zou,Shumei;Zhang,Ye;Bo,Hong;Li,Xiyan;Chen,Wenbing;Yang,Lei;Shu,Yuelong","","","",2015.29,"",2016.354,2016.354,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Chongqing","SW"
"891","EPI_ISL_180472","EPI749121 | A/environment/Guizhou/00320/2013-PB2","EPI749122 | A/environment/Guizhou/00320/2013-PB1","EPI749120 | A/environment/Guizhou/00320/2013-PA","EPI593013 | A/environment/Guizhou/00320/2013","EPI749117 | A/environment/Guizhou/00320/2013-NP","EPI749123 | A/environment/Guizhou/00320/2013-NA","EPI749119 | A/environment/Guizhou/00320/2013-MP","EPI749118 | A/environment/Guizhou/00320/2013-NS",NA,NA,"A/environment/Guizhou/00320/2013","A / H5N1",NA,"E2","Asia / China / guizhou","Environment","Lei Yang (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Li, Xiaodan; Zhang, Ye; Dong, Libo; Gao, Rongbao; Bo, Hong; Wang, dayan; Shu, Yuelong","","WHO Chinese National Influenza Center","",2013.11,"",2016.355,2015.403,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Guizhou","SW"
"909","EPI_ISL_79696","EPI280245 | A/environment/Guizhou/9/2009.1","EPI280246 | A/environment/Guizhou/9/2009.2","EPI280244 | A/environment/Guizhou/9/2009.3","EPI280248 | A/environment/Guizhou/9/2009.4","EPI280241 | A/environment/Guizhou/9/2009.5","EPI280247 | A/environment/Guizhou/9/2009.6","EPI280243 | A/environment/Guizhou/9/2009.7","EPI280242 | A/environment/Guizhou/9/2009.8",NA,NA,"A/environment/Guizhou/9/2009","A / H5N1",NA,"E3","Asia / China / Guizhou","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.041,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Guizhou","SW"
"910","EPI_ISL_79695","EPI280237 | A/environment/Guizhou/7/2009.1","EPI280238 | A/environment/Guizhou/7/2009.2","EPI280236 | A/environment/Guizhou/7/2009.3","EPI280240 | A/environment/Guizhou/7/2009.4","EPI280233 | A/environment/Guizhou/7/2009.5","EPI280239 | A/environment/Guizhou/7/2009.6","EPI280235 | A/environment/Guizhou/7/2009.7","EPI280234 | A/environment/Guizhou/7/2009.8",NA,NA,"A/environment/Guizhou/7/2009","A / H5N1",NA,"E2","Asia / China / Guizhou","Environment","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.041,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Guizhou","SW"
"983","EPI_ISL_79681","EPI280125 | A/Xinjiang/1/2006.1","EPI280126 | A/Xinjiang/1/2006.2","EPI280124 | A/Xinjiang/1/2006.3","EPI280128 | A/Xinjiang/1/2006.4","EPI280121 | A/Xinjiang/1/2006.5","EPI280127 | A/Xinjiang/1/2006.6","EPI280123 | A/Xinjiang/1/2006.7","EPI280122 | A/Xinjiang/1/2006.8",NA,NA,"A/Xinjiang/1/2006","A / H5N1",NA,"E3","Asia / China / Xinjiang","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2006.463,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",62,"Y","Male","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Xinjiang","NW"
"984","EPI_ISL_79677","EPI280093 | A/Hunan/1/2006.1","EPI280094 | A/Hunan/1/2006.2","EPI280092 | A/Hunan/1/2006.3","EPI280096 | A/Hunan/1/2006.4","EPI280089 | A/Hunan/1/2006.5","EPI280095 | A/Hunan/1/2006.6","EPI280091 | A/Hunan/1/2006.7","EPI280090 | A/Hunan/1/2006.8",NA,NA,"A/Hunan/1/2006","A / H5N1",NA,"E3","Asia / China / Hunan","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu,Dong,Libo,Li,Zi,Li,Xiyan,Zhao,Xiang,Cheng,Yanhui,Tan,minju,Yang,Lei,Zou,Shumei,Wen,Leying,Wang,Dayan,Li,Dexin,Shu,Yuelong","","WHO Chinese National Influenza Center","",2006.071,"",2010.731,2010.731,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",20,"Y","Female","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hunan","CT"
"988","EPI_ISL_76081","EPI267029 | cnic2010h5-1.1","EPI267030 | cnic2010h5-1.2","EPI267028 | cnic2010h5-1.3","EPI267032 | cnic2010h5-1.4","EPI267025 | cnic2010h5-1.5","EPI267031 | cnic2010h5-1.6","EPI267027 | cnic2010h5-1.7","EPI267026 | cnic2010h5-1.8",NA,NA,"A/Hubei/1/2010","A / H5N1",NA,"E2","Asia / China / Hubei","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Yu Lan,Wei Wang,Shumei Zou,Zi Li,Leying Wen,Xiaodan Li,Libo Dong,Dexin Li,Yuelong Shu","","","",2010.414,"",NA,2010.448,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",22,"Y","Female","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Hubei","CT"
"989","EPI_ISL_73320","EPI280029 | A/Anhui/1/2006.1","EPI280030 | A/Anhui/1/2006.2","EPI280028 | A/Anhui/1/2006.3","EPI280032 | A/Anhui/1/2006.4","EPI280026 | A/Anhui/1/2006.5","EPI280031 | A/Anhui/1/2006.6","EPI251445 | A/Anhui/1/2006.7","EPI280027 | A/Anhui/1/2006.8",NA,NA,"A/Anhui/1/2006","A / H5N1",NA,"E1","Asia / China / Anhui Province / Tunxi","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu; Dong,Libo; Li,Zi; Li,Xiyan; Zhao,Xiang; Cheng,Yanhui; Tan,minju; Yang,Lei; Zou,Shumei; Wen,Leying; Wang,Dayan; Li,Dexin; Shu,Yuelong","","WHO Chinese National Influenza Center","",2006.94,"",2010.728,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",37,"Y","Male","Recovered",NA,"",NA,NA,"","","","",NA,"","","","","","","CY060174","",NA,NA,"Anhui","CT"
"990","EPI_ISL_73313","EPI280071 | A/Xinjiang/1/2009.1","EPI280072 | A/Xinjiang/1/2009.2","EPI280070 | A/Xinjiang/1/2009.3","EPI280074 | A/Xinjiang/1/2009.4","EPI280068 | A/Xinjiang/1/2009.5","EPI280073 | A/Xinjiang/1/2009.6","EPI251438 | A/Xinjiang/1/2009.7","EPI280069 | A/Xinjiang/1/2009.8",NA,NA,"A/Xinjiang/1/2009","A / H5N1",NA,"E2","Asia / China / Xinjiang Uyghur Autonomous Region","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu; Dong,Libo; Li,Zi; Li,Xiyan; Zhao,Xiang; Cheng,Yanhui; Tan,minju; Yang,Lei; Zou,Shumei; Wen,Leying; Wang,Dayan; Li,Dexin; Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.025,"",2010.728,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",31,"Y","Female","Deceased",NA,"",NA,NA,"","","","",NA,"","","","","","","CY060167","",NA,NA,"Xinjiang","NW"
"991","EPI_ISL_73309","EPI280078 | A/Guizhou/1/2009.1","EPI280079 | A/Guizhou/1/2009.2","EPI280077 | A/Guizhou/1/2009.3","EPI280081 | A/Guizhou/1/2009.4","EPI280075 | A/Guizhou/1/2009.5","EPI280080 | A/Guizhou/1/2009.6","EPI251434 | A/Guizhou/1/2009.7","EPI280076 | A/Guizhou/1/2009.8",NA,NA,"A/Guizhou/1/2009","A / H5N1",NA,"E2","Asia / China / Guizhou Province / Guiyang","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu; Dong,Libo; Li,Zi; Li,Xiyan; Zhao,Xiang; Cheng,Yanhui; Tan,minju; Yang,Lei; Zou,Shumei; Wen,Leying; Wang,Dayan; Li,Dexin; Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.038,"",2010.728,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",29,"Y","Male","Recovered",NA,"",NA,NA,"","","","",NA,"","","","","","","CY060163","",NA,NA,"Guizhou","SW"
"992","EPI_ISL_73308","EPI280085 | A/Guangxi/1/2009.1","EPI280086 | A/Guangxi/1/2009.2","EPI280084 | A/Guangxi/1/2009.3","EPI280088 | A/Guangxi/1/2009.4","EPI280082 | A/Guangxi/1/2009.5","EPI280087 | A/Guangxi/1/2009.6","EPI251433 | A/Guangxi/1/2009.7","EPI280083 | A/Guangxi/1/2009.8",NA,NA,"A/Guangxi/1/2009","A / H5N1",NA,"E1","Asia / China / Guangxi Zhuang Autonomous Region / Bailiu","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu; Dong,Libo; Li,Zi; Li,Xiyan; Zhao,Xiang; Cheng,Yanhui; Tan,minju; Yang,Lei; Zou,Shumei; Wen,Leying; Wang,Dayan; Li,Dexin; Shu,Yuelong","","WHO Chinese National Influenza Center","",2009.049,"",2010.728,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",18,"Y","Male","Deceased",NA,"",NA,NA,"","","","",NA,"","","","","","","CY060162","",NA,NA,"Guangxi","SW"
"993","EPI_ISL_73303","EPI280043 | A/Hunan/1/2008.1","EPI280044 | A/Hunan/1/2008.2","EPI280042 | A/Hunan/1/2008.3","EPI280046 | A/Hunan/1/2008.4","EPI280040 | A/Hunan/1/2008.5","EPI280045 | A/Hunan/1/2008.6","EPI251428 | A/Hunan/1/2008.7","EPI280041 | A/Hunan/1/2008.8",NA,NA,"A/Hunan/1/2008","A / H5N1",NA,"E2","Asia / China / Hunan Province / Yongzhou","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","Lan,Yu; Dong,Libo; Li,Zi; Li,Xiyan; Zhao,Xiang; Cheng,Yanhui; Tan,minju; Yang,Lei; Zou,Shumei; Wen,Leying; Wang,Dayan; Li,Dexin; Shu,Yuelong","","WHO Chinese National Influenza Center","",2008.041,"",2010.728,2010.256,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",22,"Y","Male","Deceased",NA,"",NA,NA,"","","","",NA,"","","","","","","CY060157","",NA,NA,"Hunan","CT"
"996","EPI_ISL_30601","","","","EPI181296 | A/Hunan/1/2006","","","","",NA,NA,"A/Hunan/1/2006","A / H5N1",NA,"","Asia / China / Hunan Province","Human","Unknown user","Other Database Import","","","","","1",2006.093,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","FJ492879","","","","",NA,NA,"Hunan","CT"
"997","EPI_ISL_24608","EPI164265 | #164265","EPI164264 | #164264","EPI164263 | #164263","EPI164258 | #164258","EPI164261 | #164261","EPI164260 | #164260","EPI164259 | #164259","EPI164262 | #164262",NA,NA,"A/Guangxi/1/2005","A / H5N1",NA,"E1","Asia / China / Guangxi Zhuang Autonomous Region","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","","","","",2005.91,"",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Guangxi","SW"
"998","EPI_ISL_24603","EPI164218 | #164218","EPI164219 | #164219","EPI164220 | #164220","EPI164216 | #164216","EPI164221 | #164221","EPI164223 | #164223","EPI164217 | #164217","EPI164222 | #164222",NA,NA,"A/Anhui/1/2005","A / H5N1",NA,"E1","Asia / China / Anhui Province","Human","Yu Lan (WHO Chinese National Influenza Center / Virology Institute, Chinese CDC)","WHO Chinese National Influenza Center","","","","","",2005.852,"",2010.703,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"","","","","","","","",NA,NA,"Anhui","CT"
"1006","EPI_ISL_10060","EPI275459 | A/Guangxi/1/2005","EPI275460 | A/Guangxi/1/2005","EPI275461 | A/Guangxi/1/2005","EPI275462 | A/Guangxi/1/2005","EPI275463 | A/Guangxi/1/2005","EPI275464 | A/Guangxi/1/2005","EPI275465 | A/Guangxi/1/2005","EPI275466 | A/Guangxi/1/2005",NA,NA,"A/Guangxi/1/2005","A / H5N1",NA,"","Asia / China / Guangxi Zhuang Autonomous Region","Human","Unknown user","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","1",2005,"",2010.609,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172413","HM172369","HM172315","HM172110","HM172257","HM172211","HM172149","HM172298",NA,NA,"Guangxi","SW"
"1007","EPI_ISL_10059","EPI275383 | A/Anhui/2/2005","EPI275384 | A/Anhui/2/2005","EPI275385 | A/Anhui/2/2005","EPI275386 | A/Anhui/2/2005, EPI101919 | A/Anhui/2/2005","EPI275387 | A/Anhui/2/2005","EPI275388 | A/Anhui/2/2005","EPI275389 | A/Anhui/2/2005","EPI275390 | A/Anhui/2/2005",NA,NA,"A/Anhui/2/2005","A / H5N1",NA,"","Asia / China / Anhui Province","Human","Unknown user","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","2",2005,"",2010.609,NA,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172451","HM172359","HM172310","HM172072, DQ371929","HM172213","HM172165","HM172120","HM172264",NA,NA,"Anhui","CT"
"1293","EPI_ISL_78005","EPI275907 | A/chicken/Xinjiang/28/2006","EPI275908 | A/chicken/Xinjiang/28/2006","EPI275909 | A/chicken/Xinjiang/28/2006","EPI275910 | A/chicken/Xinjiang/28/2006","EPI275911 | A/chicken/Xinjiang/28/2006","EPI275912 | A/chicken/Xinjiang/28/2006","EPI275913 | A/chicken/Xinjiang/28/2006","EPI275914 | A/chicken/Xinjiang/28/2006",NA,NA,"A/chicken/Xinjiang/28/2006","A / H5N1",NA,"","Asia / China / Xinjiang Uyghur Autonomous Region","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2006,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172445","HM172386","HM172346","HM172090","HM172248","HM172193","HM172144","HM172289",NA,NA,"Xinjiang","NW"
"1294","EPI_ISL_78004","EPI275899 | A/chicken/Xinjiang/27/2006","EPI275900 | A/chicken/Xinjiang/27/2006","EPI275901 | A/chicken/Xinjiang/27/2006","EPI275902 | A/chicken/Xinjiang/27/2006","EPI275903 | A/chicken/Xinjiang/27/2006","EPI275904 | A/chicken/Xinjiang/27/2006","EPI275905 | A/chicken/Xinjiang/27/2006","EPI275906 | A/chicken/Xinjiang/27/2006",NA,NA,"A/chicken/Xinjiang/27/2006","A / H5N1",NA,"","Asia / China / Xinjiang Uyghur Autonomous Region","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2006,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172448","HM172396","HM172344","HM172091","HM172240","HM172207","HM172147","HM172295",NA,NA,"Xinjiang","NW"
"1295","EPI_ISL_78003","EPI275891 | A/chicken/Xinjiang/17/2005","EPI275892 | A/chicken/Xinjiang/17/2005","EPI275893 | A/chicken/Xinjiang/17/2005","EPI275894 | A/chicken/Xinjiang/17/2005","EPI275895 | A/chicken/Xinjiang/17/2005","EPI275896 | A/chicken/Xinjiang/17/2005","EPI275897 | A/chicken/Xinjiang/17/2005","EPI275898 | A/chicken/Xinjiang/17/2005",NA,NA,"A/chicken/Xinjiang/17/2005","A / H5N1",NA,"","Asia / China / Xinjiang Uyghur Autonomous Region","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2005,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172435","HM172399","HM172345","HM172102","HM172225","HM172176","HM172161","HM172276",NA,NA,"Xinjiang","NW"
"1298","EPI_ISL_77998","EPI275851 | A/chicken/Shandong/A-5/2006","EPI275852 | A/chicken/Shandong/A-5/2006","EPI275853 | A/chicken/Shandong/A-5/2006","EPI275854 | A/chicken/Shandong/A-5/2006","EPI275855 | A/chicken/Shandong/A-5/2006","EPI275856 | A/chicken/Shandong/A-5/2006","EPI275857 | A/chicken/Shandong/A-5/2006","EPI275858 | A/chicken/Shandong/A-5/2006",NA,NA,"A/chicken/Shandong/A-5/2006","A / H5N1",NA,"","Asia / China / Shandong Province","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2006,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172444","HM172382","HM172316","HM172082","HM172235","HM172194","HM172164","HM172296",NA,NA,"Shandong","BER"
"1299","EPI_ISL_77997","EPI275843 | A/chicken/Shandong/A-10/2006","EPI275844 | A/chicken/Shandong/A-10/2006","EPI275845 | A/chicken/Shandong/A-10/2006","EPI275846 | A/chicken/Shandong/A-10/2006","EPI275847 | A/chicken/Shandong/A-10/2006","EPI275848 | A/chicken/Shandong/A-10/2006","EPI275849 | A/chicken/Shandong/A-10/2006","EPI275850 | A/chicken/Shandong/A-10/2006",NA,NA,"A/chicken/Shandong/A-10/2006","A / H5N1",NA,"","Asia / China / Shandong Province","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2006,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172418","HM172376","HM172327","HM172073","HM172244","HM172212","HM172139","HM172274",NA,NA,"Shandong","BER"
"1300","EPI_ISL_77996","EPI275835 | A/chicken/Shandong/A-1/2009","EPI275836 | A/chicken/Shandong/A-1/2009","EPI275837 | A/chicken/Shandong/A-1/2009","EPI275838 | A/chicken/Shandong/A-1/2009","EPI275839 | A/chicken/Shandong/A-1/2009","EPI275840 | A/chicken/Shandong/A-1/2009","EPI275841 | A/chicken/Shandong/A-1/2009","EPI275842 | A/chicken/Shandong/A-1/2009",NA,NA,"A/chicken/Shandong/A-1/2009","A / H5N1",NA,"","Asia / China / Shandong Province","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2009,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172414","HM172363","HM172329","HM172093","HM172252","HM172191","HM172153","HM172283",NA,NA,"Shandong","BER"
"1301","EPI_ISL_77989","EPI275779 | A/chicken/Hunan/41/2004","EPI275780 | A/chicken/Hunan/41/2004","EPI275781 | A/chicken/Hunan/41/2004","EPI275782 | A/chicken/Hunan/41/2004","EPI275783 | A/chicken/Hunan/41/2004","EPI275784 | A/chicken/Hunan/41/2004","EPI275785 | A/chicken/Hunan/41/2004","EPI275786 | A/chicken/Hunan/41/2004",NA,NA,"A/chicken/Hunan/41/2004","A / H5N1",NA,"","Asia / China / Hunan Province","Chicken","Initial import","Other Database Import","","Li,Y.; Shi,J.; Zhong,G.; Deng,G.; Tian,G.; Ge,J.; Zeng,X.; Song,J.; Zhao,D.; Liu,L.; Jiang,Y.; Guan,Y.; Bu,Z.; Chen,H.","","","",2004,"",2010.607,2010.325,NA,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",NA,"Y","","",NA,"",NA,NA,"","","","",NA,"HM172428","HM172404","HM172319","HM172114","HM172224","HM172173","HM172130","HM172303",NA,NA,"Hunan","CT"
